Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,18.500000,18.530001,18.180000,18.450001,18.450001,2386400
2020-01-03,18.240000,18.490000,18.209999,18.400000,18.400000,3353300
2020-01-06,18.320000,18.590000,18.280001,18.490000,18.490000,6754900
2020-01-07,18.660000,19.110001,18.600000,18.879999,18.879999,6964200
2020-01-08,18.670000,19.129999,18.549999,18.670000,18.670000,5671200
2020-01-09,18.799999,18.916000,18.120001,18.139999,18.139999,3515500
2020-01-10,18.230000,18.459999,18.090000,18.200001,18.200001,2216300
2020-01-13,18.270000,18.455000,18.059999,18.180000,18.180000,1775700
2020-01-14,18.160000,18.299999,17.740000,17.740000,17.740000,3645200
2020-01-15,17.750000,18.639999,17.700001,18.469999,18.469999,4173600
2020-01-16,18.590000,19.200001,18.530001,18.950001,18.950001,4112600
2020-01-17,19.010000,19.350000,18.865000,19.200001,19.200001,3352400
2020-01-21,19.129999,19.389999,18.920000,19.129999,19.129999,2089400
2020-01-22,19.170000,19.309999,18.940001,18.940001,18.940001,2182400
2020-01-23,18.900000,18.920000,18.690001,18.770000,18.770000,1929900
2020-01-24,18.830000,18.879999,18.520000,18.700001,18.700001,1366400
2020-01-27,18.360001,18.590000,18.209999,18.240000,18.240000,3357700
2020-01-28,18.290001,18.735001,18.209999,18.500000,18.500000,3388100
2020-01-29,18.600000,18.940001,18.459999,18.780001,18.780001,2703900
2020-01-30,18.500000,18.700001,18.100000,18.549999,18.549999,2184400
2020-01-31,18.440001,18.629999,18.299999,18.469999,18.469999,2017900
2020-02-03,18.600000,18.790001,18.420000,18.600000,18.600000,1334500
2020-02-04,18.910000,19.200001,18.610001,18.750000,18.750000,2176200
2020-02-05,18.950001,19.205000,18.660000,19.100000,19.100000,2926000
2020-02-06,19.209999,19.320000,18.950001,19.240000,19.240000,3069700
2020-02-07,18.100000,18.250000,16.990000,17.520000,17.520000,9179600
2020-02-10,17.379999,17.510000,16.990000,17.040001,17.040001,4440900
2020-02-11,17.150000,17.730000,17.059999,17.400000,17.400000,1676300
2020-02-12,17.549999,17.910000,17.510000,17.790001,17.790001,6584300
2020-02-13,17.690001,17.995001,17.570000,17.670000,17.670000,1805700
2020-02-14,17.610001,17.910000,17.450001,17.809999,17.809999,2016600
2020-02-18,17.780001,17.780001,17.320000,17.610001,17.610001,3816600
2020-02-19,17.709999,18.075001,17.530001,17.959999,17.959999,2094300
2020-02-20,18.000000,18.209999,17.290001,17.670000,17.670000,2646300
2020-02-21,17.600000,17.920000,17.520000,17.840000,17.840000,1611900
2020-02-24,17.340000,17.340000,16.719999,16.900000,16.900000,2888300
2020-02-25,17.090000,17.100000,16.250000,16.370001,16.370001,3575900
2020-02-26,16.420000,16.645000,16.080000,16.320000,16.320000,1739900
2020-02-27,16.040001,16.620001,15.720000,15.950000,15.950000,2095400
2020-02-28,15.520000,16.000000,15.340000,15.750000,15.750000,3809400
2020-03-02,15.780000,16.049999,15.430000,16.000000,16.000000,1938800
2020-03-03,16.100000,16.520000,15.640000,15.920000,15.920000,2970800
2020-03-04,16.299999,16.330000,15.880000,16.209999,16.209999,2405800
2020-03-05,15.850000,16.250000,15.330000,15.470000,15.470000,3834900
2020-03-06,14.980000,15.275000,14.630000,15.100000,15.100000,2710400
2020-03-09,14.070000,14.510000,12.720000,12.770000,12.770000,2525100
2020-03-10,13.080000,13.860000,12.555000,13.830000,13.830000,3141100
2020-03-11,13.250000,13.410000,12.680000,12.920000,12.920000,4373200
2020-03-12,11.820000,11.820000,10.320000,11.080000,11.080000,4835600
2020-03-13,11.910000,12.470000,11.240000,11.810000,11.810000,4461900
2020-03-16,10.910000,11.080000,9.920000,10.050000,10.050000,3804400
2020-03-17,10.150000,10.390000,9.260000,10.010000,10.010000,4115100
